epoch,accuracy,loss
0,0.22346368432044983,2.3132147789001465
1,0.2271880805492401,2.260721445083618
2,0.22905027866363525,2.279649019241333
3,0.23463687300682068,2.2484512329101562
4,0.22998137772083282,2.2525949478149414
5,0.25512105226516724,2.2148916721343994
6,0.2374301701784134,2.2353932857513428
7,0.2337057739496231,2.225921869277954
8,0.2271880805492401,2.209502696990967
9,0.22905027866363525,2.2015793323516846
10,0.2467411607503891,2.2575953006744385
11,0.24581006169319153,2.190861701965332
12,0.25418993830680847,2.19185209274292
13,0.2504655420780182,2.2231316566467285
14,0.2337057739496231,2.2225186824798584
15,0.24860335886478424,2.197641134262085
16,0.22998137772083282,2.245443344116211
17,0.2532588541507721,2.2202630043029785
18,0.25232774019241333,2.156034231185913
19,0.24767225980758667,2.1783318519592285
20,0.2690875232219696,2.1437394618988037
21,0.2588454484939575,2.139808177947998
22,0.2569832503795624,2.1595053672790527
23,0.24581006169319153,2.1253459453582764
24,0.27374300360679626,2.1196041107177734
25,0.27094972133636475,2.1388654708862305
26,0.2597765326499939,2.113645315170288
27,0.26443204283714294,2.0935356616973877
28,0.26443204283714294,2.126955509185791
29,0.270018607378006,2.094104528427124
30,0.2681564390659332,2.146620273590088
31,0.2793295979499817,2.0965940952301025
32,0.2681564390659332,2.10866379737854
33,0.27094972133636475,2.1065456867218018
34,0.28398510813713074,2.0738983154296875
35,0.2923649847507477,2.0543313026428223
36,0.28026071190834045,2.0722954273223877
37,0.2662942409515381,2.0381712913513184
38,0.27094972133636475,2.1455061435699463
39,0.2783985137939453,2.0899102687835693
40,0.2849161922931671,2.0480973720550537
41,0.29608938097953796,2.0186266899108887
42,0.2793295979499817,2.071296453475952
43,0.27094972133636475,2.040424108505249
44,0.29329609870910645,2.0253539085388184
45,0.29608938097953796,2.0170462131500244
46,0.3016759753227234,2.019200325012207
47,0.2979515790939331,1.9828046560287476
48,0.30260708928108215,2.02314829826355
49,0.3137802481651306,2.0022246837615967
50,0.31005585193634033,1.9919333457946777
51,0.3072625696659088,1.9805219173431396
52,0.3016759753227234,2.0396571159362793
53,0.32774674892425537,1.9448472261428833
54,0.34078213572502136,1.941482663154602
55,0.32495343685150146,1.9647271633148193
56,0.34729981422424316,1.9159361124038696
57,0.3230912387371063,1.9479526281356812
58,0.34078213572502136,1.884256362915039
59,0.31843575835227966,1.9467800855636597
60,0.33240222930908203,1.9805396795272827
61,0.3230912387371063,1.8944793939590454
62,0.3361266255378723,1.9379255771636963
63,0.345437616109848,1.8742293119430542
64,0.35754188895225525,1.8780344724655151
65,0.3463687002658844,1.871410608291626
66,0.3361266255378723,1.92166268825531
67,0.3556796908378601,1.865916132926941
68,0.34171321988105774,1.8829350471496582
69,0.35102421045303345,1.8791619539260864
70,0.35474860668182373,1.8802080154418945
71,0.3677839934825897,1.8282264471054077
72,0.3649906814098358,1.8470780849456787
73,0.37988826632499695,1.8335697650909424
74,0.3621973991394043,1.9142820835113525
75,0.37057727575302124,1.8776267766952515
76,0.37057727575302124,1.816928505897522
77,0.3780260682106018,1.8607138395309448
78,0.38268157839775085,1.834840178489685
79,0.38268157839775085,1.7978756427764893
80,0.3882681429386139,1.7991241216659546
81,0.36964619159698486,1.8289055824279785
82,0.40223464369773865,1.7925524711608887
83,0.40875232219696045,1.7484016418457031
84,0.39851024746894836,1.788564920425415
85,0.3780260682106018,1.7654361724853516
86,0.39851024746894836,1.7406572103500366
87,0.40223464369773865,1.7983728647232056
88,0.38361266255378723,1.7804036140441895
89,0.403165727853775,1.733309268951416
90,0.4199255108833313,1.698876976966858
91,0.43761637806892395,1.7021740674972534
92,0.41247671842575073,1.7289798259735107
93,0.42085662484169006,1.7291146516799927
94,0.4329608976840973,1.709006428718567
95,0.39944133162498474,1.7625330686569214
96,0.4236499071121216,1.6613705158233643
97,0.44134077429771423,1.6236827373504639
98,0.43761637806892395,1.649173378944397
99,0.429236501455307,1.6584521532058716
100,0.4487895667552948,1.6399025917053223
101,0.45065176486968994,1.6670901775360107
102,0.4394785761833191,1.6328227519989014
103,0.43389198184013367,1.674816608428955
104,0.44134077429771423,1.6590524911880493
105,0.43761637806892395,1.6233834028244019
106,0.46368715167045593,1.5758694410324097
107,0.48510241508483887,1.584235429763794
108,0.4459962844848633,1.603068232536316
109,0.4608938694000244,1.5803841352462769
110,0.4478584825992584,1.6219041347503662
111,0.4748603403568268,1.595542550086975
112,0.4720670282840729,1.5743917226791382
113,0.442271888256073,1.6273318529129028
114,0.455307275056839,1.5953274965286255
115,0.4581005573272705,1.5309276580810547
116,0.4683426320552826,1.5235843658447266
117,0.4525139629840851,1.616318702697754
118,0.4841713309288025,1.5263253450393677
119,0.4674115478992462,1.5961169004440308
120,0.4813780188560486,1.5395851135253906
121,0.4832402169704437,1.5232974290847778
122,0.505586564540863,1.4412339925765991
123,0.4655493497848511,1.5423012971878052
124,0.4841713309288025,1.4995728731155396
125,0.473929226398468,1.506097435951233
126,0.4813780188560486,1.521806240081787
127,0.4990689158439636,1.4718356132507324
128,0.5027933120727539,1.4728946685791016
129,0.5121042728424072,1.435807228088379
130,0.5074487924575806,1.4527236223220825
131,0.5074487924575806,1.4232501983642578
132,0.4897579252719879,1.4888973236083984
133,0.4972067177295685,1.4725137948989868
134,0.505586564540863,1.4301273822784424
135,0.5121042728424072,1.4213392734527588
136,0.5232774615287781,1.4009628295898438
137,0.5121042728424072,1.434867024421692
138,0.5214152932167053,1.4175368547439575
139,0.526070773601532,1.385373592376709
140,0.5037243962287903,1.459155797958374
141,0.5242085456848145,1.4297821521759033
142,0.5325884819030762,1.3895983695983887
143,0.4962756037712097,1.4833173751831055
144,0.5307262539863586,1.3818005323410034
145,0.5139665007591248,1.4315948486328125
146,0.5223463773727417,1.3514800071716309
147,0.5279329419136047,1.390541672706604
148,0.5251396894454956,1.3721884489059448
149,0.5344506502151489,1.4161421060562134
150,0.5223463773727417,1.4047300815582275
151,0.5391061305999756,1.364426851272583
152,0.5409683585166931,1.3715065717697144
153,0.5493482351303101,1.3183798789978027
154,0.5465549230575562,1.3814806938171387
155,0.5363128781318665,1.347275733947754
